Date,AAPL,ADBE,ADI,AEP,AMAT,AMD,AMGN,AMZN,AVGO,BA,BAC,BIIB,BMRN,C,CAT,CCOEY,CMI,COF,CRM,CRSP,CSCO,DE,DUK,EA,ED,EIX,EMR,ETR,EXC,GILD,GOOGL,GS,HON,HPQ,IBM,ILMN,INTC,ITW,JPM,LRCX,MMM,MRVL,MS,MSFT,MU,NEE,NFLX,NOW,NRG,NTES,NVAX,NVDA,NXPI,ON,ORCL,PH,PNC,QCOM,REGN,SO,SWK,TFC,TTWO,TXN,USB,VERI,VRTX,VST,WFC
2018-01-17 00:00:00-05:00,42.22864151,196.4900055,84.45117188,54.19250488,53.1113205,12.18000031,154.4405823,64.75,214.2069397,334.5100098,26.7562294,344.8699951,89.63999939,62.02826691,144.7128754,2.109999895,153.6255188,92.76873779,109.8964462,28.34000015,34.06912231,152.3456726,59.68426514,110.8005447,62.43273544,47.37142563,61.9204483,60.87282181,22.30830383,63.31005478,56.88970947,219.2754822,132.8426666,19.120224,118.597229,242.0500031,37.50162125,147.0486603,94.27482605,185.8213501,153.8605804,22.56045532,45.53061676,83.83358765,43.46899414,32.51616287,217.5,140.7899933,23.25380707,58.11104965,34.59999847,5.558135033,109.0152512,23.92000008,45.43732071,189.4531555,124.0289459,57.06750107,374.0700073,34.07052612,148.2972412,40.690979,116.0899963,99.59571075,44.39809799,23.13999939,156.9900055,15.9230957,52.93868637
2018-01-18 00:00:00-05:00,42.26636124,196.1999969,85.92687225,53.835186,53.16690063,12.47000027,154.0955811,64.66600037,217.4223633,324.1700745,27.01367188,344.4400024,89.77999878,61.96420288,144.9962616,2.125,153.6506348,91.89782715,111.6241837,30.07999992,34.15181351,152.7733002,58.86979294,112.896286,61.65301514,47.53261948,62.24245453,60.31455612,22.02295876,62.86859131,56.73338699,216.9587097,132.3143616,18.98166847,118.9277496,241.3099976,37.57764816,146.4467468,94.50009918,186.156601,152.4962921,22.65609169,45.93369675,83.79637909,43.20381927,32.28066254,220.3300018,141.1300049,22.72819901,57.71516418,36.40000153,5.551208019,109.6181335,24.73999977,45.40116119,189.2195129,123.6107635,57.09268951,371.2799988,33.95707321,149.1421814,41.34778595,117.2699966,97.29719543,44.24836349,23.45999908,157.1900024,16.22532082,52.99669266
2018-01-19 00:00:00-05:00,42.07774353,195.7299957,84.9548645,53.80342484,53.16690063,12.59000015,155.4837952,64.72899628,214.6743622,321.8543091,27.21962166,342.4100037,89.12000275,62.69281769,147.0325165,2.125,158.1333466,92.75984192,111.7839813,29.72999954,34.14354706,154.9752502,58.47398376,113.7776871,61.6451416,47.68616104,61.97975159,59.69427872,21.66913033,62.72144318,57.10945511,221.4107513,133.0774841,19.31582451,114.181015,243.5500031,37.86489105,148.2524261,94.29150391,188.0413055,153.9039917,22.64652824,47.26629257,83.7033844,41.98598099,32.14793396,220.4600067,142.2700043,22.80450058,58.31706238,39.40000153,5.691448689,110.0292053,25.04000092,45.71750641,189.5789795,124.8492355,57.08427811,371.5299988,33.60918808,150.1322327,41.8518486,118.0500031,97.64824677,44.49266052,24.01000023,157.9700012,16.82977486,53.22043991
2018-01-22 00:00:00-05:00,41.73349762,197.8399963,85.40550232,54.09721756,53.22248077,12.64999962,157.9892426,66.3655014,211.225235,322.1116028,27.40840149,347.6400146,91.70999908,62.92503357,147.4466858,2.065000057,158.5515137,93.7462616,112.7427292,33.75,34.44950867,155.0298767,58.57293701,115.5502396,61.84990692,47.70151901,62.08142853,59.57022858,21.71478462,63.05447006,58.1412735,226.078949,132.9517822,19.43807602,114.3427353,245.1900024,38.65057755,149.0864258,95.39286041,189.5453949,153.3583069,22.58914185,47.18403244,85.200737,42.11365509,32.11794662,227.5800018,143.8999939,22.82145309,59.38291168,42.79999924,5.779993534,110.6047363,25.37000084,45.83501434,188.9408875,125.2271957,57.61283875,375.8599854,33.30667877,149.5518494,41.91293716,118.4000015,99.82972717,45.12309265,24.12000084,161.9100037,16.61389732,53.64310074
2018-01-23 00:00:00-05:00,41.74292755,200.0899963,85.24645996,54.60538483,53.52813339,12.93999958,157.7099609,68.1269989,211.8618469,319.8148804,27.39124489,346.75,92.38999939,62.89299011,146.1869202,2.136250019,157.5896912,93.94178009,113.0922699,38.77999878,34.81335068,153.4648438,59.15143585,115.2368774,62.73989868,47.62474823,61.96281052,60.21376801,21.98871803,62.69818497,58.74108124,224.8427429,133.8321991,19.40547562,116.9094849,242.9400024,38.91246796,148.8026886,95.2927475,194.87323,152.7443237,22.50307274,46.81387329,85.47044373,43.16453171,32.69598389,250.2899933,144.4299927,23.00795937,59.9328537,44.59999847,5.909103394,110.3946075,25.14999962,46.20559692,188.132019,125.2674255,57.33597183,381.7099915,33.63188553,148.4082031,41.90530014,116.8099976,100.2058334,45.06004333,23.26000023,166.5800018,16.60526848,53.44419479
2018-01-24 00:00:00-05:00,41.078022,197.7799988,84.24793243,54.3751297,52.68524551,12.71000004,156.5927582,67.87550354,206.9944153,318.9571838,27.53712273,346.5,91.29000092,63.61359406,145.2464752,2.192500114,157.5228424,93.54189301,112.7027817,37.45999908,34.87123871,154.3202057,58.79367828,112.2891312,62.55085373,47.36374283,61.54758453,59.4694252,21.80609703,62.96929932,58.49736023,229.6752014,134.1508636,19.28322601,116.2906342,242.4900055,38.44782639,149.4045715,96.51091766,190.0346832,153.6001434,22.27355003,47.0853157,85.39604187,42.3100853,32.29564667,261.2999878,145.4400024,23.10121346,58.1522522,44,5.8321805,110.038353,24.59000015,46.50387192,187.6826782,126.8516235,57.03394699,383.3200073,33.33693314,145.5917969,42.00458908,116.2399979,91.68888092,45.50923157,22.89999962,167.4499969,16.82114029,54.26462173
2018-01-25 00:00:00-05:00,40.34474182,197.5099945,81.27883148,55.34384537,51.64785004,12.40999985,156.1410217,68.89749908,199.2823334,326.9813843,27.53712273,353.7399902,90.55999756,63.60559845,146.1351776,2.186500072,158.401001,92.65319824,111.813942,40.45000076,34.64796829,153.8924713,60.0572319,112.1324234,63.30696106,47.90877533,61.58996201,60.5394249,22.07431984,62.88409042,59.03923798,232.5712585,135.7190704,19.00611877,116.3609619,243.3899994,38.27040863,150.2644348,96.53594208,180.5388336,156.496109,22.00576782,46.73161316,85.87038422,42.24133301,32.77521896,269.7000122,145.5399933,23.44030952,59.0407486,42.59999847,5.845786095,109.8008499,23.81999969,46.63946533,186.4963531,126.8998871,56.56411743,391.8399963,33.74532318,144.3713531,41.7678299,117.1999969,92.06500244,45.69047546,23.01000023,166.2400055,17.02838326,54.40552139
2018-01-26 00:00:00-05:00,40.43904877,201.3000031,82.92242432,54.58951187,52.90755463,12.94999981,161.012207,70.10250092,202.1028137,327.0862122,27.63151932,367.9100037,91.59999847,64.11802673,144.1421204,2.251250029,160.9936218,93.22195435,113.5516663,39.45000076,35.19373703,156.039856,60.00396347,112.8179398,63.32271576,47.947155,62.75091553,60.70223236,22.17704391,66.19133759,59.30992889,231.8018799,138.3606262,19.48697853,117.6759796,244.8300018,42.30867004,153.8069305,97.05323029,183.5470581,160.3843384,22.36918259,47.38145447,87.4793396,42.88953018,33.76002884,274.6000061,149.7400055,23.22837067,60.17287827,41.79999924,6.018425941,109.9287186,25.13999939,47.67890549,188.4286346,127.5914536,57.49538803,374.3599854,33.51087189,144.8493042,42.34824753,119.3700027,95.02378845,45.7929306,23.23999977,169.2100067,17.08882904,54.63755798
2018-01-29 00:00:00-05:00,39.60202789,198.2299957,82.86943054,53.91458893,51.24955368,13.31999969,162.6468353,70.88400269,197.8156281,324.7990112,27.70016861,358.480011,92.23000336,64.02193451,140.2766571,2.418750048,159.5802155,92.95535278,113.1521988,44.38999939,35.43354034,153.937973,58.8317337,115.2172928,62.32245255,47.90877533,61.8526535,59.57022858,21.87457848,68.77825165,59.25599289,235.5537109,135.4087982,19.40547562,117.2962799,241.7799988,42.2241745,152.1044312,96.953125,177.566864,158.7595978,22.42656708,47.25806046,87.34913635,42.51633453,33.32971191,284.5899963,147.0899963,22.77058983,58.52305984,42.79999924,6.1054883,110.1205521,25.42000008,46.9467659,185.5616455,128.033783,56.48022461,382.8800049,33.26885986,143.8080444,42.30242538,119.2900009,94.15454102,45.69836807,22.95999908,167.1399994,16.89022255,54.54640198
2018-01-30 00:00:00-05:00,39.36860275,196.8999939,80.89886475,54.27188873,49.44335938,12.86999989,157.1185303,71.89099884,194.1972961,321.8351746,27.35691071,352.5899963,90.12999725,62.94904709,141.2947845,2.394999981,156.60289,91.95114899,112.0835953,41.70000076,34.93738937,153.3283844,59.11337662,116.245575,62.6847496,47.97786331,61.41199493,60.39984512,21.85175133,67.60868835,58.80101395,232.4934387,133.3122559,19.10392189,115.0600204,241.1799927,41.21884155,150.6341095,96.04367828,173.1360779,155.9876099,22.11097336,46.76234055,86.25169373,40.92528534,33.20553207,278.7999878,146.5899963,22.11781883,57.82444382,41,6.003339291,109.8099823,24.73999977,46.06098938,183.9260101,126.9802856,56.20335388,379.769989,33.8814621,141.9816895,42.02749634,118.3099976,92.35599518,45.23342133,23.14999962,166.5399933,16.54482079,54.09889221
2018-01-31 00:00:00-05:00,39.47705841,199.7599945,81.19046021,54.61333466,49.67494583,13.73999977,152.8305359,72.54450226,199.8786774,337.7120667,27.45988846,347.8099976,90.23000336,62.83696365,140.4492035,2.34375,157.2301483,92.38661194,113.7613983,39.27999878,34.35028839,151.4266205,59.75276566,124.3347855,63.29120255,48.0008812,61.20862198,61.01238632,21.97730255,64.90561676,59.04323578,231.5857239,133.899292,19.00611877,115.1162872,232.6399994,40.66969299,149.3271942,96.51091766,173.5347595,155.3426666,22.31180763,46.721035,88.36286926,42.93864822,33.91630936,270.2999878,148.8699951,22.07538033,57.35152054,40.40000153,6.079517365,109.9104691,24.73999977,46.63041306,181.0230408,127.0768433,57.26047516,366.6499939,34.11590576,141.8706818,42.14967728,126.6699982,92.17111206,45.02851868,17.75,166.8699951,16.83841324,54.51324844
2018-02-01 00:00:00-05:00,39.55958557,199.3800049,80.98723602,53.86693954,49.35073853,13.25,152.4280548,69.5,192.4324493,340.1612549,27.88895798,346,92.62999725,63.41342163,139.9833069,2.276249886,158.2086334,93.06199646,112.5929184,38.47999954,34.48259354,152.7278137,58.48920059,125.5295486,62.0231781,47.39445114,61.50519943,59.79508209,21.59494019,64.66549683,59.01177216,235.3375397,133.8825226,18.98981476,114.2021103,230.2899933,40.25572968,148.8198547,97.51215363,171.3510284,153.755188,21.61366081,47.46460724,87.66535187,41.73062897,33.47101212,265.0700073,152.8099976,22.43185043,56.61708069,40.59999847,5.948430538,110.8056717,24.31999969,46.6665802,173.8780975,127.9855652,56.04395676,345.7900085,33.5638237,142.3315735,42.53918839,124.6399994,92.51567841,45.28069687,18.10000038,172.9900055,16.95930481,54.61329269
2018-02-02 00:00:00-05:00,37.84308624,195.6399994,78.74273682,53.79547119,46.94248581,12.44999981,153.6191406,71.49749756,189.7650452,332.5087585,27.41698837,343.8299866,90.81999969,61.91814041,135.8849182,2.338749886,154.1440735,90.26266479,110.6354752,36.90999985,33.84584808,150.098175,58.25323105,121.9550247,61.40097809,47.28697968,59.80191803,58.9111824,21.52646255,63.30233002,55.89584732,224.7995605,131.3667297,18.32150459,111.832283,220.1799927,38.98851013,146.4983673,95.35112762,162.244873,152.0373993,21.45108604,45.83701324,85.35884857,40.09046936,33.38109589,267.4299927,149.7599945,22.22815895,56.85712051,40,5.775789738,110.1845169,23.69000053,45.31077957,171.3347015,127.0366135,55.43149567,347.8599854,33.40500259,139.8309174,42.08859253,121.6699982,90.48182678,44.8393898,16.19000053,166.2400055,16.53618622,53.41281891
2018-02-05 00:00:00-05:00,36.89759827,190.2700043,75.46437073,52.78707123,44.74727249,11.56999969,143.548172,69.5,183.8177643,313.4202881,25.96676445,328.3099976,87.41000366,58.90342712,130.3542633,2.25,149.7114868,86.20143127,107.5095673,35.63000107,32.06797791,142.8735352,57.70519638,119.1247864,60.74728775,46.45024872,57.99692535,57.69387817,21.06990242,60.6999054,53.05860519,215.3507996,125.9326172,17.35164642,107.2613602,213,37.6114502,138.5362701,90.77883148,154.3527679,143.522995,20.4182148,43.41628265,81.84331512,38.69585419,33.03211975,254.2599945,147.3899994,21.35396194,55.97040558,37.59999847,5.285569668,107.9647522,22.63999939,43.46688843,163.5696716,120.8845978,51.79031754,331.980011,33.06467056,134.9747772,40.39313507,117.3300018,87.58229065,43.04266357,15.72000027,155.1399994,16.00081062,48.48587418
2018-02-06 00:00:00-05:00,38.43961716,194.4700012,78.23905945,51.54044724,46.54419327,11.64999962,145.1089478,72.14199829,193.7137756,324.8848267,26.77340126,332.8599854,86.93000031,60.14951324,134.953125,2.248749971,146.2156525,87.48113251,109.4270554,36.56000137,33.2173996,147.2956696,56.70042419,120.5839767,59.76276779,46.33510971,58.68331909,57.18989563,20.813097,62.25671387,54.15934372,223.6411438,126.9640503,17.46574593,109.2374191,220.8000031,38.19833374,141.1329346,93.54058075,161.5924835,144.8810883,20.75294685,44.88689804,84.94033051,43.09578323,32.01947021,265.7200012,149.0200043,21.65102196,56.21939468,41.59999847,5.579404354,107.9281921,22.68000031,44.6509552,167.9914093,124.0772324,54.03039551,338.7999878,32.89072037,137.936264,41.01939011,118.2699966,88.97743225,43.04266357,15.80000019,159.2700043,16.12169647,47.75224686
2018-02-07 00:00:00-05:00,37.61673737,192.3399963,75.4201889,51.17519379,45.09924316,11.60000038,145.7825165,70.83899689,191.2961731,331.7558899,26.81630135,326.8900146,85,60.28617477,133.167038,2.313750029,144.4677582,87.1967392,109.9064331,41.66999817,33.35796738,146.89534,56.63192749,120.5056381,59.27445984,45.82078552,58.43756104,57.11140823,20.63047409,64.10012054,52.71000671,222.2579651,126.7879868,17.28643799,108.1896439,221.1999969,38.44499207,140.5310516,94.17469788,155.512619,144.6082001,20.39908409,45.06865311,83.34069061,41.25920486,31.70475578,264.5599976,153.1699982,21.52371216,55.35238647,41.79999924,5.659046173,106.3387375,22.05999947,44.17190552,164.7469788,124.648201,54.56733704,334.6099854,32.77728653,136.3317413,41.10340118,117.1900024,85.70811462,43.18450928,15.01000023,155.6699982,16.00081062,47.96900558
2018-02-08 00:00:00-05:00,36.58164978,185.1600037,73.0608139,50.81438828,42.37605667,11.22000027,142.2092133,67.52500153,185.0023956,315.7144775,25.52053833,311.7900085,82.16000366,57.77795029,125.9625168,2.313750029,138.6050568,81.5803299,103.8942871,38.63999939,32.05971146,139.8161926,56.57103729,114.1302414,58.85703659,44.57719421,56.26818848,56.52280807,20.53345299,60.58374405,50.32773972,212.9648132,122.4524078,16.235075,104.8093491,209.5399933,36.3611412,134.26297,90.01121521,146.9953003,138.2209015,19.83483887,42.78836823,79.0625,39.28512573,31.10530663,250.1000061,140.1000061,20.36944199,51.87898254,40,5.380051613,105.9094009,20.80999947,42.33705902,157.4048309,120.1286774,52.36921692,322.6199951,32.82266235,130.4599457,39.24378204,103.5100021,82.07740784,41.49023056,14.23999977,151.6000061,15.0768528,46.18495941
2018-02-09 00:00:00-05:00,37.02909088,187.9900055,74.16542053,51.88874435,44.53424072,11.31000042,142.4885406,66.98000336,189.7811432,318.7503662,26.02682877,316.7799988,80.33000183,59.23302841,128.740799,2.241250038,137.2000275,82.1337204,106.8404388,34.88000107,32.68817139,140.9718018,57.92593765,118.145462,60.55824661,45.24504852,58.53078461,58.17878342,21.0356617,61.43571472,52.25352859,215.5149994,124.0289764,16.389925,106.1728592,217.1900024,37.38180542,137.6850433,91.81344604,150.2935028,139.6595764,20.37039375,43.0775528,82.01069641,39.68779755,31.70689011,249.4700012,145.1600037,20.87019157,52.24083328,39.59999847,5.740172863,105.7632599,21.14999962,43.14150238,159.55159,122.0024338,53.68641281,336.3800049,33.52599716,131.6291656,40.28116989,108.4499969,84.45585632,42.35707855,14.72000027,152.9600067,15.43952656,46.79352951
2018-02-12 00:00:00-05:00,38.52057266,192.1499939,75.15509033,51.95288467,45.84949875,11.68000031,143.646759,69.31150055,196.9533234,329.2562866,26.70475006,316.6300049,83.27999878,60.10126495,131.3982849,2.347500086,138.6384735,84.9631424,108.4083939,37.36999893,33.57296753,144.8662262,58.46636963,119.6927872,60.95993805,46.10481262,59.58159256,58.5711937,21.21257591,62.07083511,52.66755295,218.8518982,125.3455734,16.63443184,107.5149918,221.0299988,38.1302948,138.7942657,93.23184967,156.7086334,142.1277008,20.96333885,44.14333344,82.89426422,41.43598557,32.11367416,257.9500122,147.2400055,20.98052597,52.82661057,40.20000076,5.640002251,106.457489,21.34000015,43.52112198,163.2406769,122.4608078,55.08751678,342.6700134,33.79071045,134.8808594,40.72686386,109.9300003,85.67449188,42.53043365,14.82999992,152.0099945,15.50860786,47.1019783
2018-02-13 00:00:00-05:00,38.90647125,193.4799957,74.52770233,52.57823563,45.89582062,11.77999973,144.5257111,70.72550201,198.1298981,328.6433716,26.7562294,316.9899902,81.56999969,60.43893051,132.8478088,2.346250057,138.5214386,85.07022858,107.5495148,40.11000061,34.09394073,146.7679291,58.67189026,119.7515564,61.23416138,46.18925858,59.64090347,58.9007988,21.12126732,62.57426834,52.64657974,220.9007111,124.5321198,16.77298164,107.0534058,220.4400024,37.81558228,139.1639862,93.80757141,156.3552246,143.4734039,21.34588051,44.1102829,83.54527283,41.86812592,32.34274292,258.269989,147.5500031,20.88716507,53.75988388,39.79999924,5.753776073,106.146904,21.76000023,43.82843399,162.2033691,123.2730408,55.12106705,324.5700073,33.74532318,134.0530243,40.98044205,107.7799988,84.86768341,42.66440201,14.92000008,154.1399994,15.75902939,48.35247803
2018-02-14 00:00:00-05:00,39.62381744,197.1300049,75.2257843,52.35374069,48.1280899,12.19999981,148.5812378,72.55249786,199.5804901,330.2618103,27.45988846,296.0799866,84.54000092,61.66891479,136.3767395,2.358750105,138.8308563,86.91785431,108.8777695,40.20999908,34.8050766,148.5695496,57.45399857,121.2107162,60.32794571,45.4753418,60.42900467,58.06106567,21.08382225,63.37204361,53.57351303,226.9953308,126.1087189,17.35164642,109.9010773,223.1100006,38.59809494,139.6970673,95.97692108,165.8238525,143.870285,21.28849983,45.48175812,84.85345459,42.67346573,32.13079834,266,147.7400055,21.04842758,54.82394791,40.59999847,5.971184731,104.9411087,22.34000015,44.69615173,165.8654175,127.2778931,55.86775589,330.6900024,32.95879364,135.9306183,42.06393814,106.5599976,86.2964325,43.58641434,16.07999992,157.2599945,15.76766014,49.64464951
