Ticker,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,P/E,P/B,Beta,Market Cap,Dividend Yield
BA,2018-01-02 00:00:00-05:00,281.8476547861883,283.0293566949503,281.5141014491241,282.88641357421875,2978900,0.0,0.0,-80.1377942136597,-10.20145739539195,1.555,109774749696,
BA,2018-01-03 00:00:00-05:00,282.02874705190794,284.46840677330397,281.58083918445425,283.8013000488281,3211200,0.0,0.0,-80.39696885235925,-10.23445005585388,1.555,109774749696,
BA,2018-01-04 00:00:00-05:00,283.93468617650075,284.392133204921,281.580792722419,282.7243957519531,4171700,0.0,0.0,-80.09189681358446,-10.195614704361814,1.555,109774749696,
BA,2018-01-05 00:00:00-05:00,282.8196952633389,294.3699937554494,282.7720572510813,294.32232666015625,6177700,0.0,0.0,-83.37742964876948,-10.613859598274658,1.555,109774749696,
BA,2018-01-08 00:00:00-05:00,294.1507896430618,296.2473565564132,291.3775768363558,295.57073974609375,4124900,0.0,0.0,-83.73108774676878,-10.658879904294762,1.555,109774749696,
BA,2018-01-09 00:00:00-05:00,295.99005660694297,304.87195727341367,295.8947515018538,303.4615173339844,5641300,0.0,0.0,-85.96643550537802,-10.943437336241773,1.555,109774749696,
BA,2018-01-10 00:00:00-05:00,302.5656965122179,307.0066467693733,300.6692500104819,305.20550537109375,4479300,0.0,0.0,-86.46048310795858,-11.0063290793759,1.555,109774749696,
BA,2018-01-11 00:00:00-05:00,306.9875964459802,312.9628512433409,306.09178082568235,312.6960144042969,4635300,0.0,0.0,-88.58244034116059,-11.276452016022246,1.555,109774749696,
BA,2018-01-12 00:00:00-05:00,314.8497654641245,321.0442186552089,314.8497654641245,320.40570068359375,6559300,0.0,0.0,-90.76648744577727,-11.554478928366164,1.555,109774749696,
BA,2018-01-16 00:00:00-05:00,323.9222981293985,331.38424921995096,315.7551415618931,319.4051208496094,12305500,0.0,0.0,-90.48303706787802,-11.518395991691646,1.555,109774749696,
BA,2018-01-17 00:00:00-05:00,321.8542666307888,335.6726621370601,320.5963091633937,334.510009765625,9699900,0.0,0.0,-94.76204242652267,-12.063108898868554,1.555,109774749696,
BA,2018-01-18 00:00:00-05:00,334.2146279614283,334.3384926110129,323.2075423091806,324.1700744628906,9458600,0.0,0.0,-91.832882284105,-11.69022987605087,1.555,109774749696,
BA,2018-01-19 00:00:00-05:00,325.60907263684703,327.8295331315816,319.9673422933969,321.8542785644531,7264400,0.0,0.0,-91.17684945168644,-11.60671758256232,1.555,109774749696,
BA,2018-01-22 00:00:00-05:00,319.52900014674157,325.33272346432085,316.4317731969031,322.1116027832031,6792900,0.0,0.0,-91.24974583093574,-11.61599721540581,1.555,109774749696,
BA,2018-01-23 00:00:00-05:00,322.43561081782315,323.007412368262,319.07154708043373,319.81488037109375,4537800,0.0,0.0,-90.5991162524345,-11.533172750490218,1.555,109774749696,
BA,2018-01-24 00:00:00-05:00,320.3961817132025,323.05501060840857,318.4330189287065,318.9571533203125,4205400,0.0,0.0,-90.35613408507437,-11.502241374695727,1.555,109774749696,
BA,2018-01-25 00:00:00-05:00,320.4057090932462,327.4673894063933,319.53848213376847,326.9813537597656,4747500,0.0,0.0,-92.62927868548601,-11.791610305076293,1.555,109774749696,
BA,2018-01-26 00:00:00-05:00,328.1439896618019,329.71645100813953,325.20878470916585,327.086181640625,5236300,0.0,0.0,-92.65897496901559,-11.795390610913271,1.555,109774749696,
BA,2018-01-29 00:00:00-05:00,325.18974176621253,328.28696834861455,324.1128552550461,324.79901123046875,3324900,0.0,0.0,-92.01105134007614,-11.712910610547016,1.555,109774749696,
BA,2018-01-30 00:00:00-05:00,323.22662621911985,323.99854816901166,318.45212231324064,321.8352355957031,4983100,0.0,0.0,-91.1714548429754,-11.606030854515078,1.555,109774749696,
BA,2018-01-31 00:00:00-05:00,343.5539173885351,344.00182518479016,335.09133635131025,337.7120666503906,11409600,0.0,0.0,-95.66914069416165,-12.17858155969674,1.555,109774749696,
BA,2018-02-01 00:00:00-05:00,336.35885306560965,344.4592926524502,335.4916260434072,340.1612854003906,6067600,0.0,0.0,-96.36297036838262,-12.266905351618847,1.555,109774749696,
BA,2018-02-02 00:00:00-05:00,337.3594889497435,338.5030920709229,332.3086381777779,332.5087585449219,5486100,0.0,0.0,-94.19511573510535,-11.990939723942368,1.555,109774749696,
BA,2018-02-05 00:00:00-05:00,326.56213101224984,333.5475570534317,302.4704686261121,313.42034912109375,10511300,0.0,0.0,-88.78763431192458,-11.302572993908898,1.555,109774749696,
BA,2018-02-06 00:00:00-05:00,304.9577121493547,325.60908001550365,302.7181731341511,324.8847961425781,11935100,0.0,0.0,-92.03535301489465,-11.716004188336752,1.555,109774749696,
BA,2018-02-07 00:00:00-05:00,324.51307819799905,336.96870032208625,323.8936387319958,331.7558288574219,7946700,0.0,0.0,-93.98182120606853,-11.963787553459136,1.555,109774749696,
BA,2018-02-08 00:00:00-05:00,333.27867373417456,334.2363710724911,315.46549739616523,315.7145080566406,8295900,1.71,0.0,-89.43753769309933,-11.385305014664285,1.555,109774749696,
BA,2018-02-09 00:00:00-05:00,319.43987882365934,323.51967811348425,305.74482100641535,318.7503356933594,8833000,0.0,0.0,-90.29754552219813,-11.494783111913428,1.555,109774749696,
BA,2018-02-12 00:00:00-05:00,322.3321545501026,333.03920226266814,320.95306823998834,329.25628662109375,6885000,0.0,0.0,-93.27373558671212,-11.87364899463014,1.555,109774749696,
BA,2018-02-13 00:00:00-05:00,326.04802037777984,333.16370349277037,325.8947853200227,328.64337158203125,4030200,0.0,0.0,-93.10010526403153,-11.851546036135277,1.555,109774749696,
BA,2018-02-14 00:00:00-05:00,326.90034495513737,332.7327171499893,326.737552804898,330.2618713378906,4340200,0.0,0.0,-93.55860377843928,-11.9099124175222,1.555,109774749696,
BA,2018-02-15 00:00:00-05:00,333.7287459938704,341.46692654589356,333.3265003083097,341.3807373046875,5827500,0.0,0.0,-96.70842416563386,-12.310881258733772,1.555,109774749696,
BA,2018-02-16 00:00:00-05:00,341.5052319179875,344.2921342027313,338.55553748048794,340.02081298828125,5211600,0.0,0.0,-96.32317648393237,-12.261839631744726,1.555,109774749696,
BA,2018-02-20 00:00:00-05:00,337.1093857593678,342.65446025970897,336.5347616428677,338.40228271484375,4303400,0.0,0.0,-95.86466932431834,-12.203472149832086,1.555,109774749696,
BA,2018-02-21 00:00:00-05:00,337.6457099165372,345.54671152222414,336.86997755156125,337.4637451171875,5258600,0.0,0.0,-95.59879465076133,-12.169626581939687,1.555,109774749696,
BA,2018-02-22 00:00:00-05:00,339.6472923262067,342.9226294767504,337.7223409065536,340.86358642578125,3414300,0.0,0.0,-96.56192250022133,-12.292231749938018,1.555,109774749696,
BA,2018-02-23 00:00:00-05:00,343.0279547569299,343.59299256261187,338.13413639792674,341.572265625,3355400,0.0,0.0,-96.76268148016997,-12.317788158131988,1.555,109774749696,
BA,2018-02-26 00:00:00-05:00,344.2920845223039,348.6495943464827,343.0566471621294,348.1037292480469,4148100,0.0,0.0,-98.61295446120309,-12.553325973604286,1.555,109774749696,
BA,2018-02-27 00:00:00-05:00,349.1763750939395,354.24260103198117,347.93135130448945,349.2146911621094,4774100,0.0,0.0,-98.92767455017264,-12.593389511796227,1.555,109774749696,
BA,2018-02-28 00:00:00-05:00,351.28327726199154,355.8802407820617,346.887451171875,346.887451171875,5472900,0.0,0.0,-98.26839976540369,-12.5094645211639,1.555,109774749696,
BA,2018-03-01 00:00:00-05:00,347.0024338787486,347.395093260869,331.74632360628505,334.89715576171875,8978000,0.0,0.0,-94.87171551323478,-12.077070168111026,1.555,109774749696,
BA,2018-03-02 00:00:00-05:00,327.3600651807951,331.4494217189894,321.1158607076919,330.0895080566406,10021300,0.0,0.0,-93.50977565343928,-11.903696648274094,1.555,109774749696,
BA,2018-03-05 00:00:00-05:00,323.7016636167833,339.76223563619385,322.370450438822,337.82769775390625,8140200,0.0,0.0,-95.70189738071,-12.182751451637442,1.555,109774749696,
BA,2018-03-06 00:00:00-05:00,339.25468701762554,340.18365458088294,331.38241393075845,334.1597595214844,4888300,0.0,0.0,-94.66282139418821,-12.050478165217612,1.555,109774749696,
BA,2018-03-07 00:00:00-05:00,327.07271551396184,333.6712628127708,325.13817781993663,332.3592224121094,4575700,0.0,0.0,-94.15275422439359,-11.985547147930378,1.555,109774749696,
BA,2018-03-08 00:00:00-05:00,334.7247247412964,337.5882297346197,329.3999311721206,333.97772216796875,4319900,0.0,0.0,-94.61125273880135,-12.043913529317301,1.555,109774749696,
BA,2018-03-09 00:00:00-05:00,337.7319075652246,339.87716914082773,335.41429673673207,339.5227966308594,3538300,0.0,0.0,-96.18209536284968,-12.243880152573363,1.555,109774749696,
BA,2018-03-12 00:00:00-04:00,340.1740464533161,340.2027761993504,328.73913990610504,329.6297912597656,6088800,0.0,0.0,-93.37954426622257,-11.88711832887723,1.555,109774749696,
BA,2018-03-13 00:00:00-04:00,330.71203438910237,333.1637371073836,323.32816725809124,324.3433532714844,5443800,0.0,0.0,-91.88196976529304,-11.69647866107048,1.555,109774749696,
BA,2018-03-14 00:00:00-04:00,325.41594634899275,326.11504661410004,308.6658021083392,316.2890930175781,13057900,0.0,0.0,-89.60030963670769,-11.406025712858929,1.555,109774749696,
BA,2018-03-15 00:00:00-04:00,318.2427703678216,318.83656718682664,309.25000878705276,316.02093505859375,8766000,0.0,0.0,-89.52434420923336,-11.396355393386,1.555,109774749696,
BA,2018-03-16 00:00:00-04:00,315.86767604747746,316.8349302796415,311.8549227141139,316.49017333984375,9329000,0.0,0.0,-89.6572729008056,-11.413277076806482,1.555,109774749696,
BA,2018-03-19 00:00:00-04:00,313.59794406866996,319.2291787712912,312.9562741172178,317.7256164550781,6328900,0.0,0.0,-90.00725678614111,-11.457829659396975,1.555,109774749696,
BA,2018-03-20 00:00:00-04:00,317.8022454095122,325.3297608378327,316.9977832432169,323.3473205566406,6500500,0.0,0.0,-91.59980752312767,-11.660559702727754,1.555,109774749696,
BA,2018-03-21 00:00:00-04:00,322.8109919336668,327.4462427267964,320.9913731569594,322.8397216796875,4056300,0.0,0.0,-91.45601180727692,-11.642254658481338,1.555,109774749696,
BA,2018-03-22 00:00:00-04:00,316.1453575483789,318.60664596881793,305.5149437283994,306.08953857421875,7282200,0.0,0.0,-86.71091744312146,-11.038209108338217,1.555,109774749696,
BA,2018-03-23 00:00:00-04:00,306.60675840439256,317.1318707011083,304.85418535568795,307.4208068847656,7237500,0.0,0.0,-87.08804727613757,-11.08621734167925,1.555,109774749696,
BA,2018-03-26 00:00:00-04:00,316.4997207154392,317.8979501768824,309.90117423921686,315.0535888671875,5392900,0.0,0.0,-89.25030846095963,-11.361470929217003,1.555,109774749696,
BA,2018-03-27 00:00:00-04:00,317.4862245350836,320.7136595896509,305.5054225912952,307.5357360839844,5355500,0.0,0.0,-87.12060512294175,-11.090361921528466,1.555,109774749696,
BA,2018-03-28 00:00:00-04:00,308.2348716550369,309.56605566017305,298.00667184373293,306.4822692871094,5634700,0.0,0.0,-86.82217260258057,-11.05237177378685,1.555,109774749696,
BA,2018-03-29 00:00:00-04:00,309.70009808491284,316.49975345463525,308.3784713884213,314.0097351074219,3652100,0.0,0.0,-88.95459918057277,-11.323827447076159,1.555,109774749696,
BA,2018-04-02 00:00:00-04:00,311.4431191607066,315.98259421596964,303.752812356263,308.79986572265625,5024900,0.0,0.0,-87.47871550216891,-11.135948998292688,1.555,109774749696,
BA,2018-04-03 00:00:00-04:00,311.0217659812432,317.093562994516,309.4223987257699,316.8254089355469,4783100,0.0,0.0,-89.75224049165634,-11.425366351804792,1.555,109774749696,
BA,2018-04-04 00:00:00-04:00,299.08882901979416,313.94272220009606,298.6866125557633,313.58837890625,8235700,0.0,0.0,-88.83523481763457,-11.308632488505229,1.555,109774749696,
BA,2018-04-05 00:00:00-04:00,316.60506349676535,324.6209831098811,316.2890363307211,322.1692810058594,6220000,0.0,0.0,-91.2660852707817,-11.618077209010435,1.555,109774749696,
BA,2018-04-06 00:00:00-04:00,316.6242081229616,320.43585290896766,308.5795587368159,312.32415771484375,5713600,0.0,0.0,-88.4770985027886,-11.263042110163857,1.555,109774749696,
BA,2018-04-09 00:00:00-04:00,318.1948552454451,320.713603245389,308.4263333260529,308.8381652832031,4931700,0.0,0.0,-87.48956523603488,-11.137330158067188,1.555,109774749696,
BA,2018-04-10 00:00:00-04:00,317.33297341217747,322.44707295857546,315.60910091433374,320.6657409667969,5552000,0.0,0.0,-90.84015324838438,-11.563856507998445,1.555,109774749696,
BA,2018-04-11 00:00:00-04:00,317.57240537204393,323.2898589692579,312.50617887286506,313.5117492675781,4573500,0.0,0.0,-88.81352670469636,-11.305869068430512,1.555,109774749696,
BA,2018-04-12 00:00:00-04:00,317.93630948857304,324.03683564074015,316.48059111962556,323.2036437988281,4325000,0.0,0.0,-91.5591058920193,-11.655378427653377,1.555,109774749696,
BA,2018-04-13 00:00:00-04:00,324.64972487912405,325.300981107908,312.783873216191,315.3504943847656,4733500,0.0,0.0,-89.33441767273814,-11.372177943915096,1.555,109774749696,
BA,2018-04-16 00:00:00-04:00,318.28109340923277,319.12387164656013,313.77034764649204,317.7351989746094,3901400,0.0,0.0,-90.00997138090918,-11.45817522447203,1.555,109774749696,
BA,2018-04-17 00:00:00-04:00,320.5699915015622,325.36803455792557,319.53566216762357,322.4757995605469,3381800,0.0,0.0,-91.35291772253453,-11.6291308893093,1.555,109774749696,
BA,2018-04-18 00:00:00-04:00,324.0176732250328,327.915507752096,322.91632731615556,326.5747375488281,3117500,0.0,0.0,-92.51408995717512,-11.776946900426546,1.555,109774749696,
BA,2018-04-19 00:00:00-04:00,325.7990050483725,327.9250939508111,323.22279730358787,326.22998046875,3006800,0.0,0.0,-92.41642506196884,-11.764514261404615,1.555,109774749696,
BA,2018-04-20 00:00:00-04:00,326.31620734593565,326.95784816177076,320.87646453981,324.3433532714844,3038000,0.0,0.0,-91.88196976529304,-11.69647866107048,1.555,109774749696,
BA,2018-04-23 00:00:00-04:00,325.1860909000845,326.82377424755197,321.78627733907683,324.5061340332031,2765600,0.0,0.0,-91.92808329552497,-11.70234886524353,1.555,109774749696,
BA,2018-04-24 00:00:00-04:00,328.65295394332315,332.9625912510024,309.60434301461356,315.13983154296875,7051800,0.0,0.0,-89.27473981387217,-11.36458101489249,1.555,109774749696,
BA,2018-04-25 00:00:00-04:00,323.8165431042373,330.3193146836075,316.5380392016255,328.35601806640625,11023600,0.0,0.0,-93.0187020018148,-11.841183485986521,1.555,109774749696,
BA,2018-04-26 00:00:00-04:00,329.4574237376603,331.0280319507518,324.01768141932115,328.2890319824219,5273600,0.0,0.0,-92.9997257740572,-11.838767832038293,1.555,109774749696,
BA,2018-04-27 00:00:00-04:00,326.81412106726293,328.4134880139458,323.4813247835963,326.45977783203125,3390400,0.0,0.0,-92.48152346516467,-11.772801220051614,1.555,109774749696,
BA,2018-04-30 00:00:00-04:00,326.7375847021789,328.0879121096509,319.29625834051393,319.4494934082031,3721600,0.0,0.0,-90.49560719779126,-11.519996156083776,1.555,109774749696,
BA,2018-05-01 00:00:00-04:00,318.43432391212485,319.7846804921472,310.466276070827,315.59954833984375,4313100,0.0,0.0,-89.40497120108888,-11.381159334289352,1.555,109774749696,
BA,2018-05-02 00:00:00-04:00,315.5612304385423,316.7200358782527,310.2747523652144,310.4758605957031,3436100,0.0,0.0,-87.95350158518502,-11.196388770129936,1.555,109774749696,
BA,2018-05-03 00:00:00-04:00,309.3074734813918,318.55883216874633,305.62991964988566,316.7008972167969,6383200,0.0,0.0,-89.7169680500841,-11.420876206880521,1.555,109774749696,
BA,2018-05-04 00:00:00-04:00,314.1629841615877,321.68091270361623,314.1629841615877,320.28265380859375,3655100,0.0,0.0,-90.73162997410589,-11.550041608676299,1.555,109774749696,
BA,2018-05-07 00:00:00-04:00,321.0488313855483,328.4709844198703,321.0296587372111,326.0288391113281,4192200,0.0,0.0,-92.35944450745839,-11.75726069640563,1.555,109774749696,
BA,2018-05-08 00:00:00-04:00,325.39677000240624,327.4749858045035,322.3704433164293,324.0559997558594,4014100,0.0,0.0,-91.80056650307631,-11.686116110921724,1.555,109774749696,
BA,2018-05-09 00:00:00-04:00,325.1286242873731,332.25389403921207,324.2571162981277,329.92669677734375,4347000,0.0,0.0,-93.46365347800106,-11.897825343575324,1.555,109774749696,
BA,2018-05-10 00:00:00-04:00,331.08164646789476,335.48979682693107,329.5609494400933,331.1586608886719,3920400,1.71,0.0,-93.81265180982207,-11.94225246623411,1.555,109774749696,
BA,2018-05-11 00:00:00-04:00,330.8699093019208,332.45801601767346,328.2519770042898,329.60906982421875,2332200,0.0,0.0,-93.37367417116678,-11.886371071915569,1.555,109774749696,
BA,2018-05-14 00:00:00-04:00,331.0912316981099,334.6908769691509,330.9853736006751,331.6590881347656,2520300,0.0,0.0,-93.9544159021999,-11.960298886937094,1.555,109774749696,
BA,2018-05-15 00:00:00-04:00,330.1288122442819,330.9469215893373,327.49164104417946,329.2818298339844,3009100,0.0,0.0,-93.28097162435819,-11.874570134655045,1.555,109774749696,
BA,2018-05-16 00:00:00-04:00,329.1663049135386,330.6677629019493,327.53008638577137,328.1749572753906,2230100,0.0,0.0,-92.96740999302851,-11.834654066909145,1.555,109774749696,
BA,2018-05-17 00:00:00-04:00,327.69371858181506,331.8323474909181,327.4819730011581,331.22601318359375,2483300,0.0,0.0,-93.8317317800549,-11.944681326490938,1.555,109774749696,
BA,2018-05-18 00:00:00-04:00,332.631190662522,338.83913351907285,332.23657259569654,338.0499267578125,4327700,0.0,0.0,-95.76485177275143,-12.19076547990669,1.555,109774749696,
BA,2018-05-21 00:00:00-04:00,345.0086611122645,351.3032536624321,344.99905633881804,350.2637939453125,6785400,0.0,0.0,-99.22487080603754,-12.63122228436035,1.555,109774749696,
BA,2018-05-22 00:00:00-04:00,350.34072461843357,351.15883383336694,341.2164556120025,341.69769287109375,5389400,0.0,0.0,-96.79821327793024,-12.322311318827758,1.555,109774749696,
BA,2018-05-23 00:00:00-04:00,339.06052728615975,346.10584791659124,338.4252905697381,345.73046875,4497500,0.0,0.0,-97.94064270538244,-12.46774139019113,1.555,109774749696,
BA,2018-05-24 00:00:00-04:00,344.999032066694,347.12609270810145,341.0721192507483,345.52838134765625,3932100,0.0,0.0,-97.8833941494777,-12.460453708894924,1.555,109774749696,
BA,2018-05-25 00:00:00-04:00,344.68137759442493,347.0683250278883,343.6515227871636,346.57745361328125,2463700,0.0,0.0,-98.18058176013633,-12.49828538093333,1.555,109774749696,
